event_id,day_index,hour,site_token,metric_raw,layer,pii_status,dataset
B-00285,1,16,SITE-012,66.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00286,1,18,SITE-012,89.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00287,1,20,SITE-012,94.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00288,1,22,SITE-012,82.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00289,2,0,SITE-001,94.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00290,2,2,SITE-001,59.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00291,2,4,SITE-001,70.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00292,2,6,SITE-001,63.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00293,2,8,SITE-001,75.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00294,2,10,SITE-001,84.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00295,2,12,SITE-001,44.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00296,2,14,SITE-001,81.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00297,2,16,SITE-001,86.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00298,2,18,SITE-001,87.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00299,2,20,SITE-001,59.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00300,2,22,SITE-001,50.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00301,2,0,SITE-002,73.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00302,2,2,SITE-002,71.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00303,2,4,SITE-002,63.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00304,2,6,SITE-002,86.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00305,2,8,SITE-002,66.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00306,2,10,SITE-002,56.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00307,2,12,SITE-002,62.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00308,2,14,SITE-002,50.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00309,2,16,SITE-002,88.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00310,2,18,SITE-002,92.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00311,2,20,SITE-002,90.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00312,2,22,SITE-002,46.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00313,2,0,SITE-003,51.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00314,2,2,SITE-003,42.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00315,2,4,SITE-003,69.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00316,2,6,SITE-003,51.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00317,2,8,SITE-003,59.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00318,2,10,SITE-003,90.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00319,2,12,SITE-003,85.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00320,2,14,SITE-003,93.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00321,2,16,SITE-003,89.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00322,2,18,SITE-003,60.45,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00323,2,20,SITE-003,74.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00324,2,22,SITE-003,62.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00325,2,0,SITE-004,59.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00326,2,2,SITE-004,72.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00327,2,4,SITE-004,71.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00328,2,6,SITE-004,47.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00329,2,8,SITE-004,54.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00330,2,10,SITE-004,47.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00331,2,12,SITE-004,76.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00332,2,14,SITE-004,81.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00333,2,16,SITE-004,45.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00334,2,18,SITE-004,41.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00335,2,20,SITE-004,52.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00336,2,22,SITE-004,102.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00337,2,0,SITE-005,72.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00338,2,2,SITE-005,62.26,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00339,2,4,SITE-005,88.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00340,2,6,SITE-005,72.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00341,2,8,SITE-005,52.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00342,2,10,SITE-005,80.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00343,2,12,SITE-005,68.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00344,2,14,SITE-005,70.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00345,2,16,SITE-005,69.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00346,2,18,SITE-005,93.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00347,2,20,SITE-005,100.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00348,2,22,SITE-005,46.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00349,2,0,SITE-006,68.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00350,2,2,SITE-006,52.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00351,2,4,SITE-006,55.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00352,2,6,SITE-006,51.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00353,2,8,SITE-006,72.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00354,2,10,SITE-006,58.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00355,2,12,SITE-006,70.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00356,2,14,SITE-006,51.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00357,2,16,SITE-006,48.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00358,2,18,SITE-006,90.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00359,2,20,SITE-006,55.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00360,2,22,SITE-006,41.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00361,2,0,SITE-007,89.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00362,2,2,SITE-007,73.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00363,2,4,SITE-007,65.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00364,2,6,SITE-007,87.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00365,2,8,SITE-007,58.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00366,2,10,SITE-007,58.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00367,2,12,SITE-007,43.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00368,2,14,SITE-007,59.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00369,2,16,SITE-007,49.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00370,2,18,SITE-007,43.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00371,2,20,SITE-007,64.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00372,2,22,SITE-007,44.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00373,2,0,SITE-008,66.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00374,2,2,SITE-008,83.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00375,2,4,SITE-008,94.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00376,2,6,SITE-008,43.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00377,2,8,SITE-008,56.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00378,2,10,SITE-008,82.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00379,2,12,SITE-008,65.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00380,2,14,SITE-008,90.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00381,2,16,SITE-008,77.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00382,2,18,SITE-008,93.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00383,2,20,SITE-008,44.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00384,2,22,SITE-008,70.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00385,2,0,SITE-009,92.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00386,2,2,SITE-009,92.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00387,2,4,SITE-009,79.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00388,2,6,SITE-009,71.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00389,2,8,SITE-009,89.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00390,2,10,SITE-009,77.22,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00391,2,12,SITE-009,68.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00392,2,14,SITE-009,41.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00393,2,16,SITE-009,79.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00394,2,18,SITE-009,83.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00395,2,20,SITE-009,83.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00396,2,22,SITE-009,62.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00397,2,0,SITE-010,59.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00398,2,2,SITE-010,86.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00399,2,4,SITE-010,69.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00400,2,6,SITE-010,43.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00401,2,8,SITE-010,76.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00402,2,10,SITE-010,78.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00403,2,12,SITE-010,41.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00404,2,14,SITE-010,75.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00405,2,16,SITE-010,61.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00406,2,18,SITE-010,45.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00407,2,20,SITE-010,72.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00408,2,22,SITE-010,88.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00409,2,0,SITE-011,71.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00410,2,2,SITE-011,64.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00411,2,4,SITE-011,87.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00412,2,6,SITE-011,79.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00413,2,8,SITE-011,71.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00414,2,10,SITE-011,50.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00415,2,12,SITE-011,92.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00416,2,14,SITE-011,85.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00417,2,16,SITE-011,84.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00418,2,18,SITE-011,42.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00419,2,20,SITE-011,82.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00420,2,22,SITE-011,48.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00421,2,0,SITE-012,68.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00422,2,2,SITE-012,65.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00423,2,4,SITE-012,79.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00424,2,6,SITE-012,42.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00425,2,8,SITE-012,72.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00426,2,10,SITE-012,80.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00427,2,12,SITE-012,78.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00428,2,14,SITE-012,87.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00429,2,16,SITE-012,85.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00430,2,18,SITE-012,85.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00431,2,20,SITE-012,94.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00432,2,22,SITE-012,60.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00433,3,0,SITE-001,66.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00434,3,2,SITE-001,51.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00435,3,4,SITE-001,55.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00436,3,6,SITE-001,81.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00437,3,8,SITE-001,52.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00438,3,10,SITE-001,60.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00439,3,12,SITE-001,46.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00440,3,14,SITE-001,69.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00441,3,16,SITE-001,90.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00442,3,18,SITE-001,53.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00443,3,20,SITE-001,41.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00444,3,22,SITE-001,41.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00445,3,0,SITE-002,72.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00446,3,2,SITE-002,52.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00447,3,4,SITE-002,94.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00448,3,6,SITE-002,80.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00449,3,8,SITE-002,67.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00450,3,10,SITE-002,40.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00451,3,12,SITE-002,44.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00452,3,14,SITE-002,65.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00453,3,16,SITE-002,55.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00454,3,18,SITE-002,69.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00455,3,20,SITE-002,69.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00456,3,22,SITE-002,81.15,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00457,3,0,SITE-003,66.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00458,3,2,SITE-003,60.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00459,3,4,SITE-003,86.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00460,3,6,SITE-003,55.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00461,3,8,SITE-003,64.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00462,3,10,SITE-003,92.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00463,3,12,SITE-003,61.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00464,3,14,SITE-003,83.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00465,3,16,SITE-003,82.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00466,3,18,SITE-003,89.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00467,3,20,SITE-003,75.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00468,3,22,SITE-003,82.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00469,3,0,SITE-004,53.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00470,3,2,SITE-004,54.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00471,3,4,SITE-004,64.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00472,3,6,SITE-004,66.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00473,3,8,SITE-004,42.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00474,3,10,SITE-004,71.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00475,3,12,SITE-004,77.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00476,3,14,SITE-004,91.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00477,3,16,SITE-004,46.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00478,3,18,SITE-004,66.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00479,3,20,SITE-004,54.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00480,3,22,SITE-004,42.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00481,3,0,SITE-005,62.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00482,3,2,SITE-005,81.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00483,3,4,SITE-005,72.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00484,3,6,SITE-005,68.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00485,3,8,SITE-005,90.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00486,3,10,SITE-005,50.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00487,3,12,SITE-005,90.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00488,3,14,SITE-005,48.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00489,3,16,SITE-005,46.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00490,3,18,SITE-005,51.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00491,3,20,SITE-005,77.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00492,3,22,SITE-005,77.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00493,3,0,SITE-006,42.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00494,3,2,SITE-006,45.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00495,3,4,SITE-006,46.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00496,3,6,SITE-006,45.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00497,3,8,SITE-006,81.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00498,3,10,SITE-006,88.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00499,3,12,SITE-006,74.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00500,3,14,SITE-006,78.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00501,3,16,SITE-006,49.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00502,3,18,SITE-006,84.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00503,3,20,SITE-006,90.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00504,3,22,SITE-006,59.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00505,3,0,SITE-007,74.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00506,3,2,SITE-007,84.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00507,3,4,SITE-007,94.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00508,3,6,SITE-007,81.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00509,3,8,SITE-007,91.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00510,3,10,SITE-007,58.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00511,3,12,SITE-007,65.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00512,3,14,SITE-007,81.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00513,3,16,SITE-007,82.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00514,3,18,SITE-007,90.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00515,3,20,SITE-007,59.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00516,3,22,SITE-007,57.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00517,3,0,SITE-008,67.13,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00518,3,2,SITE-008,68.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00519,3,4,SITE-008,63.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00520,3,6,SITE-008,71.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00521,3,8,SITE-008,67.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00522,3,10,SITE-008,90.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00523,3,12,SITE-008,60.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00524,3,14,SITE-008,73.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00525,3,16,SITE-008,71.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00526,3,18,SITE-008,42.26,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00527,3,20,SITE-008,59.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00528,3,22,SITE-008,70.57,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00529,3,0,SITE-009,64.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00530,3,2,SITE-009,47.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00531,3,4,SITE-009,86.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00532,3,6,SITE-009,45.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00533,3,8,SITE-009,74.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00534,3,10,SITE-009,84.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00535,3,12,SITE-009,76.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00536,3,14,SITE-009,93.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00537,3,16,SITE-009,60.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00538,3,18,SITE-009,67.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00539,3,20,SITE-009,90.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00540,3,22,SITE-009,94.09,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00541,3,0,SITE-010,76.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00542,3,2,SITE-010,71.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00543,3,4,SITE-010,56.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00544,3,6,SITE-010,76.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00545,3,8,SITE-010,82.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00546,3,10,SITE-010,76.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00547,3,12,SITE-010,91.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00548,3,14,SITE-010,55.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00549,3,16,SITE-010,82.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00550,3,18,SITE-010,73.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00551,3,20,SITE-010,53.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00552,3,22,SITE-010,62.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00553,3,0,SITE-011,61.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00554,3,2,SITE-011,85.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00555,3,4,SITE-011,67.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00556,3,6,SITE-011,43.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00557,3,8,SITE-011,64.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00558,3,10,SITE-011,62.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00559,3,12,SITE-011,85.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00560,3,14,SITE-011,79.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00561,3,16,SITE-011,67.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00562,3,18,SITE-011,60.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00563,3,20,SITE-011,77.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00564,3,22,SITE-011,70.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00565,3,0,SITE-012,52.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00566,3,2,SITE-012,88.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00567,3,4,SITE-012,68.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00568,3,6,SITE-012,41.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00569,3,8,SITE-012,93.26,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
