event_id,day_index,hour,site_token,metric_clean,dq_flag,layer,dataset
S-00304,2,6,SITE-002,85.87,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00305,2,8,SITE-002,65.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00306,2,10,SITE-002,56.63,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00307,2,12,SITE-002,61.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00308,2,14,SITE-002,50.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00309,2,16,SITE-002,88.09,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00310,2,18,SITE-002,91.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00311,2,20,SITE-002,90.32,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00312,2,22,SITE-002,46.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00313,2,0,SITE-003,51.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00314,2,2,SITE-003,41.53,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00315,2,4,SITE-003,69.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00316,2,6,SITE-003,51.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00317,2,8,SITE-003,59.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00318,2,10,SITE-003,88.89,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00319,2,12,SITE-003,84.79,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00320,2,14,SITE-003,91.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00321,2,16,SITE-003,88.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00322,2,18,SITE-003,59.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00323,2,20,SITE-003,74.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00324,2,22,SITE-003,61.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00325,2,0,SITE-004,59.15,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00326,2,2,SITE-004,71.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00327,2,4,SITE-004,70.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00328,2,6,SITE-004,47.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00329,2,8,SITE-004,54.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00330,2,10,SITE-004,47.86,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00331,2,12,SITE-004,75.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00332,2,14,SITE-004,81.25,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00333,2,16,SITE-004,44.75,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00334,2,18,SITE-004,41.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00335,2,20,SITE-004,51.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00336,2,22,SITE-004,101.46,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00337,2,0,SITE-005,72.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00338,2,2,SITE-005,62.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00339,2,4,SITE-005,87.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00340,2,6,SITE-005,71.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00341,2,8,SITE-005,51.87,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00342,2,10,SITE-005,80.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00343,2,12,SITE-005,67.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00344,2,14,SITE-005,69.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00345,2,16,SITE-005,68.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00346,2,18,SITE-005,91.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00347,2,20,SITE-005,100.46,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00348,2,22,SITE-005,45.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00349,2,0,SITE-006,68.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00350,2,2,SITE-006,51.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00351,2,4,SITE-006,55.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00352,2,6,SITE-006,51.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00353,2,8,SITE-006,72.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00354,2,10,SITE-006,57.86,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00355,2,12,SITE-006,70.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00356,2,14,SITE-006,50.23,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00357,2,16,SITE-006,48.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00358,2,18,SITE-006,90.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00359,2,20,SITE-006,55.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00360,2,22,SITE-006,40.97,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00361,2,0,SITE-007,89.11,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00362,2,2,SITE-007,73.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00363,2,4,SITE-007,64.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00364,2,6,SITE-007,87.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00365,2,8,SITE-007,58.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00366,2,10,SITE-007,57.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00367,2,12,SITE-007,43.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00368,2,14,SITE-007,59.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00369,2,16,SITE-007,48.5,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00370,2,18,SITE-007,42.96,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00371,2,20,SITE-007,64.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00372,2,22,SITE-007,44.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00373,2,0,SITE-008,65.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00374,2,2,SITE-008,82.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00375,2,4,SITE-008,94.64,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00376,2,6,SITE-008,42.36,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00377,2,8,SITE-008,55.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00378,2,10,SITE-008,81.19,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00379,2,12,SITE-008,65.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00380,2,14,SITE-008,89.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00381,2,16,SITE-008,76.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00382,2,18,SITE-008,93.61,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00383,2,20,SITE-008,44.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00384,2,22,SITE-008,69.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00385,2,0,SITE-009,91.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00386,2,2,SITE-009,91.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00387,2,4,SITE-009,77.75,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00388,2,6,SITE-009,71.57,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00389,2,8,SITE-009,88.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00390,2,10,SITE-009,77.12,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00391,2,12,SITE-009,66.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00392,2,14,SITE-009,41.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00393,2,16,SITE-009,78.17,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00394,2,18,SITE-009,81.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00395,2,20,SITE-009,82.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00396,2,22,SITE-009,61.53,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00397,2,0,SITE-010,59.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00398,2,2,SITE-010,85.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00399,2,4,SITE-010,68.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00400,2,6,SITE-010,43.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00401,2,8,SITE-010,75.63,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00402,2,10,SITE-010,77.95,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00403,2,12,SITE-010,41.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00404,2,14,SITE-010,74.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00405,2,16,SITE-010,61.59,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00406,2,18,SITE-010,45.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00407,2,20,SITE-010,72.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00408,2,22,SITE-010,87.37,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00409,2,0,SITE-011,71.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00410,2,2,SITE-011,63.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00411,2,4,SITE-011,86.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00412,2,6,SITE-011,78.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00413,2,8,SITE-011,71.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00414,2,10,SITE-011,50.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00415,2,12,SITE-011,90.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00416,2,14,SITE-011,85.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00417,2,16,SITE-011,82.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00418,2,18,SITE-011,42.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00419,2,20,SITE-011,82.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00420,2,22,SITE-011,47.89,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00421,2,0,SITE-012,67.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00422,2,2,SITE-012,64.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00423,2,4,SITE-012,79.07,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00424,2,6,SITE-012,41.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00425,2,8,SITE-012,71.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00426,2,10,SITE-012,80.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00427,2,12,SITE-012,77.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00428,2,14,SITE-012,86.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00429,2,16,SITE-012,84.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00430,2,18,SITE-012,84.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00431,2,20,SITE-012,93.42,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00432,2,22,SITE-012,60.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00433,3,0,SITE-001,65.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00434,3,2,SITE-001,50.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00435,3,4,SITE-001,55.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00436,3,6,SITE-001,81.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00437,3,8,SITE-001,51.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00438,3,10,SITE-001,60.13,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00439,3,12,SITE-001,46.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00440,3,14,SITE-001,69.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00441,3,16,SITE-001,89.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00442,3,18,SITE-001,53.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00443,3,20,SITE-001,40.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00444,3,22,SITE-001,41.08,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00445,3,0,SITE-002,72.31,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00446,3,2,SITE-002,51.78,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00447,3,4,SITE-002,94.18,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00448,3,6,SITE-002,80.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00449,3,8,SITE-002,67.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00450,3,10,SITE-002,40.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00451,3,12,SITE-002,44.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00452,3,14,SITE-002,64.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00453,3,16,SITE-002,54.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00454,3,18,SITE-002,69.25,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00455,3,20,SITE-002,68.44,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00456,3,22,SITE-002,80.87,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00457,3,0,SITE-003,65.83,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00458,3,2,SITE-003,59.82,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00459,3,4,SITE-003,85.77,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00460,3,6,SITE-003,54.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00461,3,8,SITE-003,63.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00462,3,10,SITE-003,91.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00463,3,12,SITE-003,60.38,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00464,3,14,SITE-003,82.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00465,3,16,SITE-003,82.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00466,3,18,SITE-003,88.32,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00467,3,20,SITE-003,75.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00468,3,22,SITE-003,81.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00469,3,0,SITE-004,53.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00470,3,2,SITE-004,54.11,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00471,3,4,SITE-004,63.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00472,3,6,SITE-004,65.77,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00473,3,8,SITE-004,41.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00474,3,10,SITE-004,70.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00475,3,12,SITE-004,75.95,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00476,3,14,SITE-004,91.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00477,3,16,SITE-004,46.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00478,3,18,SITE-004,65.64,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00479,3,20,SITE-004,53.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00480,3,22,SITE-004,41.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00481,3,0,SITE-005,62.21,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00482,3,2,SITE-005,81.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00483,3,4,SITE-005,71.39,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00484,3,6,SITE-005,68.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00485,3,8,SITE-005,88.48,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00486,3,10,SITE-005,49.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00487,3,12,SITE-005,89.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00488,3,14,SITE-005,47.8,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00489,3,16,SITE-005,46.12,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00490,3,18,SITE-005,51.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00491,3,20,SITE-005,77.64,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00492,3,22,SITE-005,76.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00493,3,0,SITE-006,41.95,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00494,3,2,SITE-006,45.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00495,3,4,SITE-006,45.71,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00496,3,6,SITE-006,45.4,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00497,3,8,SITE-006,81.33,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00498,3,10,SITE-006,88.46,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00499,3,12,SITE-006,73.43,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00500,3,14,SITE-006,76.96,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00501,3,16,SITE-006,48.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00502,3,18,SITE-006,84.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00503,3,20,SITE-006,89.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00504,3,22,SITE-006,59.14,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00505,3,0,SITE-007,74.27,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00506,3,2,SITE-007,84.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00507,3,4,SITE-007,93.56,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00508,3,6,SITE-007,80.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00509,3,8,SITE-007,90.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00510,3,10,SITE-007,58.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00511,3,12,SITE-007,64.35,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00512,3,14,SITE-007,81.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00513,3,16,SITE-007,82.21,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00514,3,18,SITE-007,90.52,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00515,3,20,SITE-007,59.37,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00516,3,22,SITE-007,57.02,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00517,3,0,SITE-008,65.81,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00518,3,2,SITE-008,68.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00519,3,4,SITE-008,63.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00520,3,6,SITE-008,70.35,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00521,3,8,SITE-008,66.16,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00522,3,10,SITE-008,89.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00523,3,12,SITE-008,60.22,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00524,3,14,SITE-008,73.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00525,3,16,SITE-008,70.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00526,3,18,SITE-008,41.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00527,3,20,SITE-008,59.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00528,3,22,SITE-008,69.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00529,3,0,SITE-009,63.96,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00530,3,2,SITE-009,46.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00531,3,4,SITE-009,86.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00532,3,6,SITE-009,45.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00533,3,8,SITE-009,74.17,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00534,3,10,SITE-009,84.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00535,3,12,SITE-009,75.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00536,3,14,SITE-009,92.01,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00537,3,16,SITE-009,60.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00538,3,18,SITE-009,66.63,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00539,3,20,SITE-009,90.04,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00540,3,22,SITE-009,92.21,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00541,3,0,SITE-010,76.18,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00542,3,2,SITE-010,70.55,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00543,3,4,SITE-010,55.61,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00544,3,6,SITE-010,74.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00545,3,8,SITE-010,81.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00546,3,10,SITE-010,75.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00547,3,12,SITE-010,90.42,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00548,3,14,SITE-010,54.85,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00549,3,16,SITE-010,81.39,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00550,3,18,SITE-010,72.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00551,3,20,SITE-010,52.99,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00552,3,22,SITE-010,62.05,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00553,3,0,SITE-011,60.41,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00554,3,2,SITE-011,84.93,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00555,3,4,SITE-011,67.8,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00556,3,6,SITE-011,42.66,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00557,3,8,SITE-011,62.97,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00558,3,10,SITE-011,61.5,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00559,3,12,SITE-011,84.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00560,3,14,SITE-011,77.47,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00561,3,16,SITE-011,66.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00562,3,18,SITE-011,59.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00563,3,20,SITE-011,76.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00564,3,22,SITE-011,69.5,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00565,3,0,SITE-012,51.4,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00566,3,2,SITE-012,87.7,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00567,3,4,SITE-012,68.54,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00568,3,6,SITE-012,40.26,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00569,3,8,SITE-012,92.68,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00570,3,10,SITE-012,92.68,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00571,3,12,SITE-012,64.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00572,3,14,SITE-012,53.67,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00573,3,16,SITE-012,89.59,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00574,3,18,SITE-012,77.0,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00575,3,20,SITE-012,80.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00576,3,22,SITE-012,75.72,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00577,4,0,SITE-001,75.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00578,4,2,SITE-001,86.51,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00579,4,4,SITE-001,72.98,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00580,4,6,SITE-001,90.01,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00581,4,8,SITE-001,49.53,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00582,4,10,SITE-001,72.9,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00583,4,12,SITE-001,68.2,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00584,4,14,SITE-001,74.24,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00585,4,16,SITE-001,92.05,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00586,4,18,SITE-001,70.69,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00587,4,20,SITE-001,55.28,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00588,4,22,SITE-001,93.39,review,silver,SYNTHETIC_PUBLIC_SAFE
S-00589,4,0,SITE-002,44.3,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00590,4,2,SITE-002,40.84,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00591,4,4,SITE-002,77.94,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00592,4,6,SITE-002,42.37,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00593,4,8,SITE-002,54.73,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00594,4,10,SITE-002,85.29,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00595,4,12,SITE-002,39.88,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00596,4,14,SITE-002,46.03,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00597,4,16,SITE-002,60.45,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00598,4,18,SITE-002,79.49,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00599,4,20,SITE-002,78.92,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00600,4,22,SITE-002,57.56,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00601,4,0,SITE-003,54.65,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00602,4,2,SITE-003,87.6,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00603,4,4,SITE-003,59.34,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00604,4,6,SITE-003,81.35,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00605,4,8,SITE-003,87.09,ok,silver,SYNTHETIC_PUBLIC_SAFE
S-00606,4,10,SITE-003,86.38,ok,silver,SYNTHETIC_PUBLIC_SAFE
