event_id,day_index,hour,site_token,anomaly_score,is_anomaly,layer,dataset
G-00320,2,14,SITE-003,0.681,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00321,2,16,SITE-003,0.622,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00322,2,18,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00323,2,20,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00324,2,22,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00325,2,0,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00326,2,2,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00327,2,4,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00328,2,6,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00329,2,8,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00330,2,10,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00331,2,12,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00332,2,14,SITE-004,0.192,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00333,2,16,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00334,2,18,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00335,2,20,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00336,2,22,SITE-004,1.201,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00337,2,0,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00338,2,2,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00339,2,4,SITE-005,0.506,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00340,2,6,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00341,2,8,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00342,2,10,SITE-005,0.125,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00343,2,12,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00344,2,14,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00345,2,16,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00346,2,18,SITE-005,0.707,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00347,2,20,SITE-005,1.206,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00348,2,22,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00349,2,0,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00350,2,2,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00351,2,4,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00352,2,6,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00353,2,8,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00354,2,10,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00355,2,12,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00356,2,14,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00357,2,16,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00358,2,18,SITE-006,0.594,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00359,2,20,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00360,2,22,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00361,2,0,SITE-007,0.586,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00362,2,2,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00363,2,4,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00364,2,6,SITE-007,0.488,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00365,2,8,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00366,2,10,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00367,2,12,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00368,2,14,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00369,2,16,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00370,2,18,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00371,2,20,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00372,2,22,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00373,2,0,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00374,2,2,SITE-008,0.256,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00375,2,4,SITE-008,0.786,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00376,2,6,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00377,2,8,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00378,2,10,SITE-008,0.233,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00379,2,12,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00380,2,14,SITE-008,0.565,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00381,2,16,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00382,2,18,SITE-008,0.768,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00383,2,20,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00384,2,22,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00385,2,0,SITE-009,0.629,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00386,2,2,SITE-009,0.631,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00387,2,4,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00388,2,6,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00389,2,8,SITE-009,0.564,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00390,2,10,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00391,2,12,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00392,2,14,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00393,2,16,SITE-009,0.029,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00394,2,18,SITE-009,0.264,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00395,2,20,SITE-009,0.205,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00396,2,22,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00397,2,0,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00398,2,2,SITE-010,0.348,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00399,2,4,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00400,2,6,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00401,2,8,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00402,2,10,SITE-010,0.054,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00403,2,12,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00404,2,14,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00405,2,16,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00406,2,18,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00407,2,20,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00408,2,22,SITE-010,0.554,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00409,2,0,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00410,2,2,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00411,2,4,SITE-011,0.497,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00412,2,6,SITE-011,0.108,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00413,2,8,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00414,2,10,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00415,2,12,SITE-011,0.679,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00416,2,14,SITE-011,0.472,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00417,2,16,SITE-011,0.208,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00418,2,18,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00419,2,20,SITE-011,0.155,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00420,2,22,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00421,2,0,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00422,2,2,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00423,2,4,SITE-012,0.089,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00424,2,6,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00425,2,8,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00426,2,10,SITE-012,0.08,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00427,2,12,SITE-012,0.033,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00428,2,14,SITE-012,0.424,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00429,2,16,SITE-012,0.386,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00430,2,18,SITE-012,0.381,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00431,2,20,SITE-012,0.804,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00432,2,22,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00433,3,0,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00434,3,2,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00435,3,4,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00436,3,6,SITE-001,0.205,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00437,3,8,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00438,3,10,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00439,3,12,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00440,3,14,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00441,3,16,SITE-001,0.607,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00442,3,18,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00443,3,20,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00444,3,22,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00445,3,0,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00446,3,2,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00447,3,4,SITE-002,0.877,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00448,3,6,SITE-002,0.099,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00449,3,8,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00450,3,10,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00451,3,12,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00452,3,14,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00453,3,16,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00454,3,18,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00455,3,20,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00456,3,22,SITE-002,0.126,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00457,3,0,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00458,3,2,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00459,3,4,SITE-003,0.429,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00460,3,6,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00461,3,8,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00462,3,10,SITE-003,0.723,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00463,3,12,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00464,3,14,SITE-003,0.26,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00465,3,16,SITE-003,0.182,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00466,3,18,SITE-003,0.536,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00467,3,20,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00468,3,22,SITE-003,0.18,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00469,3,0,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00470,3,2,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00471,3,4,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00472,3,6,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00473,3,8,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00474,3,10,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00475,3,12,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00476,3,14,SITE-004,0.77,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00477,3,16,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00478,3,18,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00479,3,20,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00480,3,22,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00481,3,0,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00482,3,2,SITE-005,0.202,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00483,3,4,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00484,3,6,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00485,3,8,SITE-005,0.57,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00486,3,10,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00487,3,12,SITE-005,0.7,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00488,3,14,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00489,3,16,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00490,3,18,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00491,3,20,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00492,3,22,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00493,3,0,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00494,3,2,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00495,3,4,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00496,3,6,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00497,3,8,SITE-006,0.248,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00498,3,10,SITE-006,0.543,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00499,3,12,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00500,3,14,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00501,3,16,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00502,3,18,SITE-006,0.345,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00503,3,20,SITE-006,0.55,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00504,3,22,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00505,3,0,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00506,3,2,SITE-007,0.39,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00507,3,4,SITE-007,0.796,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00508,3,6,SITE-007,0.207,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00509,3,8,SITE-007,0.736,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00510,3,10,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00511,3,12,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00512,3,14,SITE-007,0.189,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00513,3,16,SITE-007,0.243,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00514,3,18,SITE-007,0.594,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00515,3,20,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00516,3,22,SITE-007,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00517,3,0,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00518,3,2,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00519,3,4,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00520,3,6,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00521,3,8,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00522,3,10,SITE-008,0.654,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00523,3,12,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00524,3,14,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00525,3,16,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00526,3,18,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00527,3,20,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00528,3,22,SITE-008,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00529,3,0,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00530,3,2,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00531,3,4,SITE-009,0.494,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00532,3,6,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00533,3,8,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00534,3,10,SITE-009,0.426,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00535,3,12,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00536,3,14,SITE-009,0.701,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00537,3,16,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00538,3,18,SITE-009,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00539,3,20,SITE-009,0.708,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00540,3,22,SITE-009,0.786,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00541,3,0,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00542,3,2,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00543,3,4,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00544,3,6,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00545,3,8,SITE-010,0.216,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00546,3,10,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00547,3,12,SITE-010,0.695,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00548,3,14,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00549,3,16,SITE-010,0.207,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00550,3,18,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00551,3,20,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00552,3,22,SITE-010,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00553,3,0,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00554,3,2,SITE-011,0.438,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00555,3,4,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00556,3,6,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00557,3,8,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00558,3,10,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00559,3,12,SITE-011,0.392,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00560,3,14,SITE-011,0.088,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00561,3,16,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00562,3,18,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00563,3,20,SITE-011,0.018,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00564,3,22,SITE-011,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00565,3,0,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00566,3,2,SITE-012,0.52,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00567,3,4,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00568,3,6,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00569,3,8,SITE-012,0.781,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00570,3,10,SITE-012,0.741,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00571,3,12,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00572,3,14,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00573,3,16,SITE-012,0.552,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00574,3,18,SITE-012,0.06,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00575,3,20,SITE-012,0.173,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00576,3,22,SITE-012,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00577,4,0,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00578,4,2,SITE-001,0.516,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00579,4,4,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00580,4,6,SITE-001,0.629,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00581,4,8,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00582,4,10,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00583,4,12,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00584,4,14,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00585,4,16,SITE-001,0.749,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00586,4,18,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00587,4,20,SITE-001,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00588,4,22,SITE-001,0.743,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00589,4,0,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00590,4,2,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00591,4,4,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00592,4,6,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00593,4,8,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00594,4,10,SITE-002,0.469,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00595,4,12,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00596,4,14,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00597,4,16,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00598,4,18,SITE-002,0.09,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00599,4,20,SITE-002,0.1,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00600,4,22,SITE-002,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00601,4,0,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00602,4,2,SITE-003,0.472,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00603,4,4,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00604,4,6,SITE-003,0.119,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00605,4,8,SITE-003,0.571,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00606,4,10,SITE-003,0.467,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00607,4,12,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00608,4,14,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00609,4,16,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00610,4,18,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00611,4,20,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00612,4,22,SITE-003,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00613,4,0,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00614,4,2,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00615,4,4,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00616,4,6,SITE-004,0.24,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00617,4,8,SITE-004,0.194,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00618,4,10,SITE-004,0.336,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00619,4,12,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00620,4,14,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00621,4,16,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00622,4,18,SITE-004,0.805,1,gold,SYNTHETIC_PUBLIC_SAFE
G-00623,4,20,SITE-004,0.582,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00624,4,22,SITE-004,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00625,4,0,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00626,4,2,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00627,4,4,SITE-005,0.509,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00628,4,6,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00629,4,8,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00630,4,10,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00631,4,12,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00632,4,14,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00633,4,16,SITE-005,0.106,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00634,4,18,SITE-005,0.415,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00635,4,20,SITE-005,0.55,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00636,4,22,SITE-005,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00637,4,0,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
G-00638,4,2,SITE-006,0,0,gold,SYNTHETIC_PUBLIC_SAFE
